text_translation,sentiment_scores,sentiment_label
Want to know how things are going to it during the corona crisis in real estate? 🏠 Our broker Noël Duineveld says: https://t.co/RgiohBV8rj https://t.co/oJSrnWGS8I,-0.5859,negative
"RT @ContainmentNu: This is chilling. Dozens, perhaps hundreds of critical editorials letters to the editor have been denied. Even a ra ...",-0.6486,negative
RT @ DolphinaMaria67: 👇👇👇Duidelijk ..read and retweet. !!!. Brother Hugo de Jonge's main infectious 🙄🙄Radboud UMC. This Radboud UMC ...,0.0,neutral
RT @telegraaf: Mayors of fifteen municipalities think 1.25 billion needed to hell residents of vulnerable areas ...,-0.7579,negative
"What went wrong with the availability of #bescherminingsmiddelen in #zorg at the start of the #coronavirus? Nevi sought it out, has solutions and likes talking to Minister @hugodejonge. https://t.co/TtSNUV0aiD

#NeviZorg #leveringsproblemen #leverancier https://t.co/lSymh3buYU",0.1027,positive
RT @ElspethElspeth: Grant Shapps talking on @LBC Nick Ferrari about air bridges and saying we do not want to travel and bring British # COVID19 ...,0.3134,positive
RT @ElspethElspeth: Grant Shapps talking on @LBC Nick Ferrari about air bridges and saying we do not want to travel and bring British # COVID19 ...,0.3134,positive
"RT @ManustheCaptain: Oxford trial people killed by using a wrong fatal overdose, or hydroxychloroquine.
Seems like BigPharma is murdering pe ...",-0.9313,negative
@robertjensen @telegraaf there IS no lockdown more correct ....,-0.296,negative
"@schlijper Ah, good to know! Ben also entered the second year to the store, but was closed because of corona ...",0.3054,positive
"RT @TheSentimentAu: #Digital marketing company @ CrowdMedia_CM8 (#ASX: $ CM8) has Strengthened its #onlinesales pipeline, partnering with VIT ...",0.4215,positive
"RT @BryanAlexander: ""Students Expecting to Play It Safe if Colleges Reopen Is a Fantasy""

https://t.co/E3DI4ltMdT",0.6486,positive
And the good work continues! https://t.co/CeBU90pWHM,0.4926,positive
"RT @TimChristo: A global green recovery needs one thing more than anything else: our imagination.

Think big. This can be the # Great Reset, ...",0.6249,positive
Why are Google and Apple dictating how European democracies fight coronavirus? | Ieva Ilves https://t.co/7Z2KkFlmB3 @viru_d_great https://t.co/KTppDKbfuT,-0.3818,negative
Why are Google and Apple dictating how European democracies fight coronavirus? | Ieva Ilves https://t.co/7Z2KkFlmB3 @viru_d_great https://t.co/KTppDKbfuT,-0.3818,negative
"""Effects of corona come in extra hard in sensitive areas""

What does the Minister with ""sensitive areas""? Sinuses?",-0.1926,negative
"""Effects of corona come in extra hard in sensitive areas""

What does the Minister with ""sensitive areas""? Sinuses?",-0.1926,negative
"What are the lessons? Just check the Measures Implemented in each country to decline the rate of infection.
Corona Virus Map: Tracking the Global Outbreak https://t.co/IT377c46O0",0.0,neutral
Good plan. Citizens are entitled to a healthy sleep. https://t.co/ULbnsUIxVw,0.7717,positive
"RT @ANI: 10,667 new cases and COVID19 # 380 deaths reported in the last 24 hours. The total number of positive cases in the country now stan ...",0.5994,positive
"Petition against #Corona #Spoedwet
#Grondrechten 'Is volmachtwet; the power vd Minister zelfst. to decide what measures to apply EN democracy in 2020?!? @ Paul_van_Meenen @HaykeVeldman @ChrisvanDamCDA @keesvdstaaij
Live follow:
https://t.co/GEwIsRYGZT https://t.co/hBtmUJ9R2A",0.0,neutral
"RT @ 3Groter: And it goes on, deep state EU hurry. 21-6 to The Hague! #Klaarmee #WakeUp #NoVax 👇

https://t.co/jHYu0LhMT6",0.0,neutral
"Online public lecture Studium Generale Leeuwarden Recovery Covid-19 ICU. Researcher @lisebeumeler, intensivist Christiaan Boerma and recovering patient @robertcoelen share experiences, insights and expectations. @nhlstenden https://t.co/Su6RUfhlGr @univgroningen",0.296,positive
"Hi! If you read this, buy a home blood pressure monitor.
Now is the time after COVID-19 golf first, to start from obscurity to any vaccine that they are back.
Yes you, you.
With device and app good overview:
https://t.co/3GlLCkeJq2
Or simpler:
https://t.co/Uizoct5HbP",0.5707,positive
"@BlikopNOS @ariannemantel @telegraaf @martijnschool @robertjensen @hugodejonge @klokpieter @volkskrant @hugodejonge jammed!

There is a good chance that it is controversial hydroxychloroquine effective in treating Covid-19 in primary care. ""
That conclusion draws the Leiden professor emeritus of mathematical statistics Richard Gil

https://t.co/NXw0U7xceq",0.8655,positive
"RT @wimaalten The global pandemic corona makes painfully clear that the poorest are the greatest victims. No money, no purchasin ...",-0.7003,negative
@ Amsterdam1012 Does the church still have enough cash in hand to perform the quay-recovery program? The corona crisis has pretty hacked.,-0.1027,negative
@ Amsterdam1012 Does the church still have enough cash in hand to perform the quay-recovery program? The corona crisis has pretty hacked.,-0.1027,negative
Find out what short-term and long-term changes our exhibitor #Rofianda implements to deal with the coronavirus impact. Read more about Their story now: https://t.co/SO7EqUt4m2 #Horticulture #GreenTech https://t.co/A1cCgRwpxh,0.0,neutral
Find out what short-term and long-term changes our exhibitor #Rofianda implements to deal with the coronavirus impact. Read more about Their story now: https://t.co/SO7EqUt4m2 #Horticulture #GreenTech https://t.co/A1cCgRwpxh,0.0,neutral
"""Caused by a virus strain is more contagious than that of Wuhan"" Hope we keep the border with China shut tight!
 https://t.co/Z2ful4MUlh",0.077,positive
"RT @realDonaldTrump: The Far Left Fake News Media, How many followers had no problem with the Covid Rioters & amp; Looters destroying Democrat run cities, has ...",-0.891,negative
Bitte beachten! https://t.co/FDRfziD1iX,0.0,neutral
"@ Moorkopje2 @Jodelieho Yes, but there is a cure for most, and corona yet. As long as there is no cure for measures will be taken so that the death toll is minimized.",-0.8269,negative
Today starts our floral campaign for all our members. A boost in this period corona # COVID19 #seniorenvereniging #Doetinchem,0.4019,positive
That whole coronavirus exists only in the Netherlands but edivisie is canceled while they are already weeks in other countries. Ridiculous!,-0.5487,negative
Between Bart B. and lawyer Rays is incidentally a Plexiglas screen vw corona. #Miranda,0.0,neutral
@MarjelleTweets RT: @ lucpluijmen76 @Bartissimus @hugodejonge is to cry Idd @hugodejonge who tries on all sides to d ...,-0.4767,negative
@NuinZeeland @afeye Funny. 1. They think that anyone at all is able to orchestrate something so global and 2. it off all places Erasmus MC in Rotterdam this pandemic has coined as earnings.,0.4404,positive
RT @JochenCals: General medical practice receive emails in which the offer is to Covid-19 IgG IgM order to point of care tests. Do it…,0.4939,positive
"RT @ockhams: Drones, tattle, invade without a warrant, to move paper from A to B etc. Once governments and their ged ...",0.0,neutral
Come my Seun doing here with one #Lockdown brekkie ..... 🤦🏻♂️😋 https://t.co/e2rEWVq1hw,0.0,neutral
Come my Seun doing here with one #Lockdown brekkie ..... 🤦🏻♂️😋 https://t.co/e2rEWVq1hw,0.0,neutral
"UPDATE #CORONA WORLDWIDE April 2, 2020
https://t.co/iR72GeqBNi",0.0,neutral
"RT @TijnBroekman: @rivm Excel file available on https://t.co/X5vVZzjqak

The number of ICU beds needed, growing less rapidly. ...",0.6124,positive
RT @FSwarttouw: Frans Timmermans has a new job,0.0,neutral
"RT @WielvanderGulp: According to the RIVM sneezing is a symptom that occurs frequently in case of infection with corona virus.

According to the rest of the ...",0.0,neutral
RT @swsjoerdsma: Hungary Orbán makes a quasi-dictatorship. That really does not fit in our Union. Time for political quarantine: no voice ...,-0.5535,negative
RT @imec_mict_UGent: In cooperation with @dscheykopp and @mariek_vda worked @kvgaever Wouter Durnez and @LievenDeMarez a report on ...,0.0,neutral
"RT @ ODRACIR87612267: WTF

You must have a ""Criminal Mind"", if you're such deep pockets to claims that you have all ecomie doo ...",-0.8374,negative
New: the skepticism of people COVID-19 is the fault of the lying mass media https://t.co/bDsYkSfGE8,-0.7964,negative
New: the skepticism of people COVID-19 is the fault of the lying mass media https://t.co/bDsYkSfGE8,-0.7964,negative
Wtaf. https://t.co/CIdGK54yZq,0.0,neutral
"More stories from @testertested
Do you know how to behave with yourself?
https://t.co/tD4hXfRb0B",0.0,neutral
"@Annabrackenie @mauricedehond In our hairdresser, but I understood that he must make during hair washing, and also seems awkward again with paints and stuff. Anyway, there is one ready, I can go into Wednesday with the kids anyway. My corona coupe can still ff with 😉",0.7227,positive
@PDSB @MLDS @nhdagblad brand really now corona crisis not much more daring because of all toilets are closed,-0.7711,negative
"RT @Darth_Hideous So shopping baskets are disinfected after an underpaid adolescent there lafjes a cloth hung against it, but the train s ...",0.0,neutral
All #kappers back to work today to go 💪 #goodluck # covid19 #coronakapsel #coronamaatregelen #exitstrategie #schrijversvaninsta #schrijfsels #woordenvaninstagram words # # gedichtjesvaninstagram ... https://t.co/bSa59OSn2b,0.0,neutral
"District nurses have to coronavirus ""do everything within sight '- https://t.co/keQopo27IA",0.0,neutral
"RT @GebroedersB: As predicted, have betrayed the Chinese things. Wuhan alone, more than 55,000 deaths. People will still agree w ...",-0.5423,negative
"RT @ huigen2: THE ELDERLY today are scum!
The pensions are not indexed despite 1500 BILLION
THERE is threatened because ...",-0.5093,negative
"Read ""166 new deaths from coronavirus, 625 new hospitalizations"" New Look - https://t.co/T290oKqdR1 - The number of people in the Netherlands is deceased to the effects of the coronavirus has increased by 166 to 1,339. Another 625 ...",0.34,positive
"Dynamic coastal management also means that we must always looking for our under dusted plates. Our volunteers are there - outside Corona-time - a big job to.
#Ikmisonzevrijwilligers https://t.co/J5aqMBeASQ",0.3818,positive
"02-04-20 14:08:49 1,304,322 (AMB *) (BR Z VP1): SUSPECT COVID DISTURBED VITAL BILAN OF SHOCK SIGNS: BRUGES (SIN """,-0.7241,negative
"To Those Who Think jung cooking is at fault for not ""social distancing"" when sk does not even have a lockdown. Like all the places were open They went for a reason like ??? Make it make sense",0.4291,positive
RT @petrasevinga: Friday original #stoepkrijtactie # Corona # measures with renewed Cow playground Van Camp Vaart # Ypenb ...,0.3182,positive
Israel begins around June 1 with testing a coronavirus vaccine https://t.co/mRgMvq3vhc via @dutchjews,0.0,neutral
@Politie RT: Most people adhere nicely to appointments and stay inside as much as possible and 1.5 meters apart. Anyone who does not d ...,0.4877,positive
"RT @ Lies69616541: @Boyanbc @nausicaamarbe @rivm @MinPres @hugodejonge #RIVM It is something too often besides, unfortunately.
The remark ""Carnival ...",-0.34,negative
"Do you have some nitwit euro again. Telegraph late Annemarie van Gaal complain that the EU but does nothing to the corona crisis. But that is because the MS, the European Commission gave few powers in the field of public health. Lies not with the Commission itself! https://t.co/USSG9MAtLB",-0.908,negative
"RT @BaluchistanTime ""Gohar does not remember her father. She was no more than 4 years old When the Waba (the epidemic) came and killed mos ...",-0.7717,negative
"Ever. considered. full buses, trams and. trains. March users. public. transport are some min. for NVA leaders I suppose. 🚍🚄🚄 https://t.co/pzWw0riOeC",0.0,neutral
Donate to Stop the coronavirus https://t.co/gv1p3JZruK,-0.296,negative
@HenkPoley @skepsisnl Citrona sound more alarming (sounds like a siren) or corona (you still think first of summer beer).,0.2431,positive
"RIVM: corona death toll rises to 166 to 1339 people through https://t.co/Jzv69gaJr8 @Telegraaf a total lockdown can only slow down the process! Labbekakbeleid of Rutte, is not sufficiently effective. First, close the borders! Krauts would like as our compatriots on the mudflats infect",-0.6745,negative
"""After the war, the doctor came back stronger. They can do so again now ""@guardian https://t.co/MdDXYkC9nl",-0.3182,negative
"""After the war, the doctor came back stronger. They can do so again now ""@guardian https://t.co/MdDXYkC9nl",-0.3182,negative
"@kodel Is not quite ;-) We take no COVID self-test 19 off, but give the rest of our donors steel (anonymously) to Scienscano for scientific research. These samples are analyzed for the presence of antibodies to the coronavirus: https://t.co/HasBIIHlUA",-0.2682,negative
